Released_on,place_matches_cleaned,Text_Length,Sentiment_Score,View_Class,Engagement_Ratio,Like_Ratio,Day_of_Week,cast_jethalal,cast_daya,cast_bhide,cast_taarak,cast_tapu,cast_champaklal,cast_sodhi,cast_anjali,cast_sonu,cast_goli,cast_madhavi,cast_hathi,cast_roshan,cast_popatlal,cast_babita,cast_iyer,cast_bagha,cast_sundar,cast_nattu
2020-06-04,UNKNOWN_LOCATION,35,0.5,Average,0.009594019849366866,0.6987901983110592,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-04,UNKNOWN_LOCATION,38,0.0,Low,0.019317997169493457,1.2462369478339776,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-04,Gokuldham Society,39,0.0,Average,0.014272761320152972,0.7046392190771129,3,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0
2020-06-04,Gokuldham Society,49,-0.5,Average,0.011687383469544626,0.8364470554036918,3,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
2014-07-10,Gokuldham Society,34,0.0,Average,0.033114783721058895,1.1752564107156573,3,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0
2020-06-05,Gokuldham Society,36,0.0,Average,0.011407637391546117,0.8563752427376075,4,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
2020-06-05,Gokuldham Society,36,0.0,Low,0.021569886756477596,1.3200964726929114,4,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0
2020-06-05,Gokuldham Society,44,0.0,Average,0.020033693254687672,0.7512015882335606,4,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2020-06-05,Gokuldham Society,51,0.0,Good,0.011906447878859396,0.515094854169422,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2020-06-05,Gokuldham Society,38,0.0,Good,0.015240272180715983,0.5933725906341121,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2020-06-05,Gokuldham Society,43,0.0,Good,0.019412109570440466,0.7279140426178943,4,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0
2020-06-05,Gokuldham Society,48,0.0,Average,0.019318644909155462,0.8028288220189939,4,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0
2020-06-05,UNKNOWN_LOCATION,50,0.0,Good,0.013039122580368325,0.6899176533326403,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2020-06-05,UNKNOWN_LOCATION,32,0.0,Average,0.019161891568012974,0.8482246807958713,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-05,Gokuldham Society,40,0.0,Average,0.01934172963360294,1.4160242015385447,4,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0
2020-06-05,Gokuldham Society,34,0.0,Low,0.022263032411882207,0.8638443198659708,4,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
2020-06-05,UNKNOWN_LOCATION,44,0.0,Average,0.013224623013753461,0.7340841294678837,4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-05,UNKNOWN_LOCATION,44,-0.5,Hit,0.013926545479729244,0.5242325664342753,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-05,UNKNOWN_LOCATION,51,0.0,Good,0.01578437885694855,0.6764761772401661,4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-06-05,Gokuldham Society,53,0.0,Good,0.016546202375574817,0.738773565918469,4,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0
2020-06-05,Gokuldham Society,37,0.5,Good,0.020681863087649157,1.0621745871079713,4,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0
2020-06-05,Gokuldham Society,41,0.5,Good,0.010327549862378944,0.6914681915982542,4,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0
2020-06-05,Gokuldham Society,42,-0.5,Hit,0.019418324459452792,0.6411838753126602,4,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0
2020-06-05,Gokuldham Society,50,0.5,Hit,0.012463554996886566,0.4614154762119963,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0
2020-05-31,UNKNOWN_LOCATION,34,0.0,Hit,0.007940534795741675,0.4074736156463785,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-31,Gokuldham Society,29,0.0,Good,0.014536333178479416,0.502741086015747,6,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2020-05-31,UNKNOWN_LOCATION,38,0.0,Hit,0.010770856783799406,0.4485070546485963,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-31,Gokuldham Society,27,0.0,Good,0.014042817828177918,0.6387354412150016,6,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2020-05-31,Gokuldham Society,38,0.0,Hit,0.01216065913169155,0.5520613299859325,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
2020-05-31,UNKNOWN_LOCATION,39,0.5,Hit,0.010667893030722816,0.49242257100931475,6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-05-31,Gokuldham Society,44,-0.5,Good,0.011241023291113863,0.5929102794504071,6,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0
2020-05-31,Gokuldham Society,43,-0.5,Good,0.009777070057895913,0.6077896484314903,6,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2020-05-31,Gokuldham Society,46,0.0,Good,0.022446423791992104,0.8640819886642049,6,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0
2020-05-31,UNKNOWN_LOCATION,39,0.0,Good,0.01155043217443028,0.5505027563663489,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-31,UNKNOWN_LOCATION,45,-0.5,Good,0.015934206456433335,0.7852869027517972,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-05-31,Gokuldham Society,36,0.0,Good,0.018317594184334218,1.1383932426759291,6,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0
2020-05-31,UNKNOWN_LOCATION,53,0.0,Good,0.016598192427000093,0.7768550947956517,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-05-31,Gokuldham Society,44,0.0,Good,0.013270174000943016,0.6940184054355293,6,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2020-05-31,Gokuldham Society,54,0.0,Hit,0.009298926732182612,0.4381122908962608,6,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
2020-05-31,UNKNOWN_LOCATION,55,-0.5,Hit,0.01574187749350026,0.5691743529383014,6,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2020-05-31,UNKNOWN_LOCATION,42,0.0,Hit,0.01629715382517853,0.57717835960834,6,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2020-05-31,Gokuldham Society,47,0.0,Good,0.009392221699071631,0.6091619249992204,6,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2020-05-31,Gokuldham Society,53,0.5,Low,0.018866902495297048,1.2287816204236286,6,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
2020-05-31,UNKNOWN_LOCATION,55,0.5,Average,0.015374087476886648,0.762604871747524,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-31,Gokuldham Society,37,0.0,Hit,0.009026067687202518,0.5595758244188178,6,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2020-05-31,Gokuldham Society,40,0.0,Hit,0.00814265412773017,0.5659812049438675,6,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0
2020-05-31,Gokuldham Society,34,0.5,Good,0.010501286487069588,0.6932544546489068,6,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
2020-05-31,Gokuldham Society,46,0.0,Good,0.009885319847529384,0.7184144596703895,6,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2020-05-31,Gokuldham Society,41,0.0,Good,0.0100627338603823,0.7959463118999,6,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0
2020-05-31,Gokuldham Society,60,0.0,Hit,0.008726697581819823,0.5127318476633704,6,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0
2020-05-31,UNKNOWN_LOCATION,54,0.0,Good,0.015414966496002805,0.7450773084510854,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-05-31,UNKNOWN_LOCATION,54,0.0,Good,0.015774065729238937,0.7873068937580471,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-31,Gokuldham Society,43,0.6666666666666666,Good,0.012256118592148101,0.7346890630389238,6,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0
2020-05-31,Gokuldham Society,39,0.0,Average,0.019207987361398355,0.735097156286403,6,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0
2020-05-27,Gokuldham Society,61,0.5,Average,0.015148491471919488,0.8316852846513466,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2020-05-27,Gokuldham Society,27,0.0,Average,0.019007239721844052,0.7942846802183761,2,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0
2020-05-27,Gokuldham Society,25,0.0,Average,0.02081175952705592,0.7187414729596382,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0
2020-05-27,UNKNOWN_LOCATION,48,0.0,Hit,0.01058053054131543,0.5912635186089693,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,Gokuldham Society,37,0.0,Good,0.016744403242661455,0.7899323719402154,2,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
2020-05-27,Gokuldham Society,43,0.0,Good,0.01330227693657828,0.7048396218276626,2,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
2020-05-27,UNKNOWN_LOCATION,38,0.0,Good,0.013672026388087467,0.6873333161087332,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2020-05-27,UNKNOWN_LOCATION,45,0.0,Good,0.015773510469508215,0.8356135965110525,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-05-27,Gokuldham Society,33,0.0,Good,0.016087783926620573,0.7992657568529682,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
2020-05-27,UNKNOWN_LOCATION,38,0.0,Hit,0.010847967728493732,0.6954448459548658,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,UNKNOWN_LOCATION,29,0.0,Good,0.016587218477363375,0.8662404096236811,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,Gokuldham Society,39,0.5,Average,0.010891178206047805,1.1695434341596067,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2020-05-27,UNKNOWN_LOCATION,31,0.5,Average,0.01471779119521052,0.7043237707497455,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,Gokuldham Society,23,0.0,Hit,0.010070522921046612,0.4909392115926593,2,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0
2020-05-27,UNKNOWN_LOCATION,42,0.0,Average,0.021410422763016232,0.6687525573234104,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-05-27,Gokuldham Society,21,0.0,Good,0.014605836252939363,0.7968647387154963,2,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
2020-05-27,UNKNOWN_LOCATION,47,0.6666666666666666,Average,0.01216305668610331,0.727025990540559,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,UNKNOWN_LOCATION,35,0.0,Good,0.013608404072435718,0.6278929938418677,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,UNKNOWN_LOCATION,44,0.0,Good,0.016143112079999293,0.5877517189362096,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,UNKNOWN_LOCATION,36,0.0,Good,0.014683949093392728,0.7557592304935551,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,UNKNOWN_LOCATION,37,0.0,Good,0.011440287891479998,0.7093819690356679,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2020-05-27,Gokuldham Society,30,0.0,Hit,0.009613382665526358,0.5910155633935639,2,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
2020-05-27,Gokuldham Society,33,0.0,Good,0.02116275001787091,0.8632451286853057,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2020-05-27,Gokuldham Society,33,0.0,Good,0.017308252536223995,0.6857706044686711,2,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0
2020-05-27,UNKNOWN_LOCATION,37,0.5,Average,0.014312080250183707,0.8785415415112768,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,UNKNOWN_LOCATION,36,0.0,Average,0.027265753081987025,1.3193093286883164,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-05-27,Gokuldham Society,48,0.5,Low,0.02583415741472081,1.5882712925337168,2,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0
2020-05-27,Gokuldham Society,35,0.0,Good,0.013593871731872405,0.8198217756646556,2,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0
2020-05-27,UNKNOWN_LOCATION,37,0.0,Good,0.014927735913905489,0.9888300808324861,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,UNKNOWN_LOCATION,42,0.0,Average,0.026395790339567796,1.0860052706168042,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,Gokuldham Society,48,0.5,Low,0.030690153400455274,1.3825205168935346,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2020-05-27,Gokuldham Society,27,0.0,Hit,0.008519968017636395,0.5105484102943117,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2020-05-27,UNKNOWN_LOCATION,40,0.0,Good,0.010796924340552684,0.5828737905119129,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-05-27,UNKNOWN_LOCATION,28,0.0,Hit,0.009136771431258756,0.5687627533044318,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2020-05-27,UNKNOWN_LOCATION,25,0.0,Average,0.011465744410659338,1.0101880130396277,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-05-27,UNKNOWN_LOCATION,45,0.5,Hit,0.01039016112427428,0.6995888576463793,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-07-02,UNKNOWN_LOCATION,51,0.0,Hit,0.01273764748481419,0.6554455981791443,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-07-02,UNKNOWN_LOCATION,48,0.0,Good,0.019422454849533154,1.173166479353252,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-07-02,Gokuldham Society,49,-0.5,Good,0.013002618688406253,0.7166834065547361,3,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
2020-05-27,UNKNOWN_LOCATION,59,0.0,Good,0.014571803102611912,0.7558399094425163,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-05-27,UNKNOWN_LOCATION,55,0.5,Good,0.014295830174586886,1.0496285077167857,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-05-27,UNKNOWN_LOCATION,55,0.0,Average,0.015288876569042983,0.5691729657425413,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-05-27,UNKNOWN_LOCATION,40,0.0,Low,0.02799145241855265,1.3355461952805983,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,UNKNOWN_LOCATION,53,0.0,Average,0.023527177730025287,0.8304046534942396,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2020-05-27,UNKNOWN_LOCATION,50,0.0,Average,0.02659208883805604,0.831367370172737,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,Gokuldham Society,54,0.0,Low,0.024623290067638134,1.0295241829754704,2,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0
2020-05-27,UNKNOWN_LOCATION,26,0.0,Low,0.019356688083718328,1.1594003689515244,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,Gokuldham Society,42,0.5,Average,0.014651772796439737,0.829841696188599,2,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0
2020-05-27,Gokuldham Society,45,0.5,Good,0.011700512128742646,0.7048890250635663,2,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1
2020-05-27,Gokuldham Society,51,0.0,Average,0.015555226675960484,0.6674371787242097,2,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2020-05-27,UNKNOWN_LOCATION,52,0.0,Average,0.010237563356148664,0.5152507763984452,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,UNKNOWN_LOCATION,78,0.0,Low,0.03264116324651984,0.952816689732045,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,Gokuldham Society,56,0.5,Average,0.03307150122781962,0.7462386251160178,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2020-05-27,UNKNOWN_LOCATION,44,-0.5,Average,0.03115468228996821,0.8589068931907914,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,UNKNOWN_LOCATION,25,0.0,Good,0.016439394663642398,0.6715118201514454,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,UNKNOWN_LOCATION,34,0.0,Average,0.029146217104282335,0.8895932350959215,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,UNKNOWN_LOCATION,49,0.0,Average,0.014219451346611378,0.8270923344559913,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-05-27,Gokuldham Society,26,0.0,Hit,0.012514003840025637,0.6679365052591683,2,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2020-05-27,UNKNOWN_LOCATION,30,0.5,Hit,0.009087834969559526,0.5998203208516427,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,Gokuldham Society,34,0.0,Hit,0.009458812831555235,0.7972855958605741,2,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2020-05-27,UNKNOWN_LOCATION,23,0.0,Hit,0.008345353447145444,0.5859871047661029,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-05-27,UNKNOWN_LOCATION,35,0.0,Average,0.015983682634110898,1.0116365667177063,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-05-27,UNKNOWN_LOCATION,62,0.0,Average,0.013025111649076382,0.6998787367999187,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-05-27,UNKNOWN_LOCATION,30,0.6666666666666666,Hit,0.009930828904128927,0.5381019326037004,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-05-27,UNKNOWN_LOCATION,34,-0.5,Good,0.011883780390028452,0.6433762564357868,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,UNKNOWN_LOCATION,31,0.0,Good,0.009956746631512605,0.6740686958563763,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,UNKNOWN_LOCATION,36,0.0,Hit,0.010099413433891249,0.552474661525923,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,Gokuldham Society,43,0.0,Average,0.01898750256843858,1.0335411707147337,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2020-05-27,Gokuldham Society,55,0.0,Hit,0.007070672212803087,0.4240480207406385,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2020-05-27,UNKNOWN_LOCATION,53,0.0,Hit,0.01297426355392137,0.6338355846072192,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-05-28,UNKNOWN_LOCATION,55,-0.5,Good,0.012777099282462347,0.540562925374237,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,UNKNOWN_LOCATION,20,0.0,Good,0.012363697668419054,0.5715342303627943,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,UNKNOWN_LOCATION,41,0.0,Good,0.0128514807741667,0.7663022794715703,3,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,UNKNOWN_LOCATION,29,0.0,Good,0.011269852789760601,0.6616498448215354,3,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2020-05-28,Gokuldham Society,42,0.0,Good,0.02030456852791878,0.8060710949549955,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2020-05-28,UNKNOWN_LOCATION,48,0.0,Average,0.02130684346782297,1.0657529737150782,3,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,Gokuldham Society,28,0.0,Good,0.01443156902011873,0.9056048142272155,3,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
2020-05-28,UNKNOWN_LOCATION,35,0.0,Average,0.017170021481153108,1.0065120777724081,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2020-05-28,UNKNOWN_LOCATION,44,0.0,Average,0.014087279158229122,0.8987311119998944,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,Gokuldham Society,37,0.0,Good,0.01128084695189883,0.6504486520848474,3,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2020-05-28,UNKNOWN_LOCATION,35,0.0,Low,0.014363566335205209,1.2119303427324255,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,UNKNOWN_LOCATION,43,0.0,Average,0.033609483373726594,1.1313733230724285,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,Gokuldham Society,44,0.0,Low,0.015444404725896189,1.0803292362123171,3,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
2020-05-28,Gokuldham Society,36,0.5,Hit,0.01316114298060329,0.5236635122852097,3,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2020-05-28,UNKNOWN_LOCATION,34,0.5,Hit,0.009273763270802555,0.576684237482984,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,UNKNOWN_LOCATION,46,0.0,Good,0.010051250584692716,0.651874193960534,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-05-28,Gokuldham Society,65,0.0,Average,0.013559876599633116,1.1267324183436034,3,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0
2020-05-28,Gokuldham Society,55,0.5,Hit,0.013880802827294236,0.845452422350144,3,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
2020-05-28,Gokuldham Society,43,0.0,Good,0.012607811861234762,0.7141061733177595,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2020-05-28,UNKNOWN_LOCATION,63,-0.5,Average,0.01664497547690491,1.1419758665429465,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,UNKNOWN_LOCATION,40,0.0,Good,0.008087931409989393,0.6205129888370225,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,UNKNOWN_LOCATION,31,0.0,Good,0.008795519609163738,0.761131896057403,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,UNKNOWN_LOCATION,35,-0.5,Hit,0.009230487602446777,0.672055654269513,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,UNKNOWN_LOCATION,27,0.0,Hit,0.013102384743168452,0.8371138914251366,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,Gokuldham Society,71,0.0,Average,0.01503756050094523,1.011673036228942,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2020-05-28,UNKNOWN_LOCATION,27,0.5,Hit,0.007271954905038638,0.5514843219653804,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,UNKNOWN_LOCATION,28,-0.5,Good,0.011368261478614767,1.0196061240734415,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,UNKNOWN_LOCATION,29,0.0,Good,0.011032398783306467,0.6139513554365861,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,Gokuldham Society,34,0.0,Good,0.014552561356034126,0.7246514075243357,3,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
2020-05-28,Gokuldham Society,24,0.0,Good,0.014475387151294872,0.7732397947036233,3,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0
2020-05-28,UNKNOWN_LOCATION,32,0.0,Average,0.016918091409985896,0.7737859626540823,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-05-29,UNKNOWN_LOCATION,29,0.0,Good,0.013471689103884568,0.8342218336688196,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-05-29,UNKNOWN_LOCATION,28,0.0,Good,0.013114884400242428,0.8424822899383004,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-29,Gokuldham Society,28,0.0,Average,0.02542319813443937,1.309539990171236,4,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
2020-05-29,UNKNOWN_LOCATION,27,0.0,Average,0.016605389692913114,0.8518651700215436,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-29,UNKNOWN_LOCATION,28,0.0,Good,0.013627638485766994,0.7855979687142517,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
