Released_on,place_matches_cleaned,Text_Length,Sentiment_Score,View_Class,Engagement_Ratio,Like_Ratio,Day_of_Week,cast_jethalal,cast_daya,cast_bhide,cast_taarak,cast_tapu,cast_champaklal,cast_sodhi,cast_anjali,cast_sonu,cast_goli,cast_madhavi,cast_hathi,cast_roshan,cast_popatlal,cast_babita,cast_iyer,cast_bagha,cast_sundar,cast_nattu
2020-01-10,UNKNOWN_LOCATION,70,0.5,Hit,0.020937892879143084,1.0028020555868167,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-10,UNKNOWN_LOCATION,49,-0.5,Hit,0.014369575053192158,0.8863441021692107,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-10,UNKNOWN_LOCATION,53,0.0,Hit,0.01486184020680983,0.8872633943990214,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-10,Gokuldham Society,61,0.5,Hit,0.01368187925392103,0.974130792503426,4,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2020-01-10,UNKNOWN_LOCATION,53,0.0,Average,0.016206631649111902,1.0400126632462348,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-10,Gokuldham Society,48,0.0,Good,0.01462061308109587,1.0440662294465641,4,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0
2020-01-10,Gokuldham Society,48,0.0,Average,0.011303910190184554,1.0388808033378572,4,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0
2020-01-10,Gokuldham Society,47,0.0,Good,0.01045757323499172,0.7822497354873553,4,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0
2020-01-10,Gokuldham Society,45,0.0,Average,0.012603598224657977,1.0157596979625003,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2020-01-10,Gokuldham Society,44,0.0,Hit,0.008093445530772231,0.815356665305882,4,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
2020-01-10,Gokuldham Society,51,0.0,Good,0.011648279295186695,0.8945476183606301,4,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
2020-01-10,UNKNOWN_LOCATION,51,0.0,Good,0.02189074381699304,0.9152902290311621,4,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-01-10,UNKNOWN_LOCATION,40,0.0,Hit,0.014901270631440639,1.0177511503766843,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-06,UNKNOWN_LOCATION,88,-0.5,Average,0.017225743036661724,1.0325670810185563,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2012-11-07,Gokuldham Society,90,0.0,Low,0.021908548976972326,1.0986677861145262,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
2012-11-08,UNKNOWN_LOCATION,86,0.0,Average,0.012790484697975727,1.0269019706555584,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-09,UNKNOWN_LOCATION,91,0.0,Average,0.018989327217338568,1.0606417611834171,4,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-12,Gokuldham Society,90,0.0,Good,0.013108895208935708,0.7391446427073968,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0
2012-11-13,Gokuldham Society,75,0.0,Average,0.0152853960738414,0.7770795086567731,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
2012-11-14,Gokuldham Society,75,0.0,Low,0.02479973006617079,0.9327870051176422,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0
2012-11-15,Gokuldham Society,82,0.0,Low,0.027138795554406823,1.0484782889635564,3,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2012-11-16,Gokuldham Society,60,0.5,Low,0.023410091525385417,1.1266711979993251,4,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
2012-11-19,Gokuldham Society,74,0.0,Low,0.01967969489243641,1.0603740909185837,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0
2012-11-20,UNKNOWN_LOCATION,87,0.0,Low,0.02091304305689521,1.1717425002512116,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-21,Gokuldham Society,76,0.0,Low,0.017708393603237307,1.192993437374529,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2012-11-22,UNKNOWN_LOCATION,58,0.0,Average,0.024537118584358572,1.1142900452549998,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-23,Gokuldham Society,58,0.0,Low,0.008013388806861671,0.79866775108388,4,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0
2012-11-26,Gokuldham Society,76,0.0,Average,0.016579860124321066,1.0323268664729275,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
2012-11-27,Gokuldham Society,63,0.5,Low,0.02986695026975528,1.161310334895366,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2012-11-28,Gokuldham Society,77,-0.5,Low,0.03553204697901893,1.232416936269438,2,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2012-11-29,UNKNOWN_LOCATION,66,0.0,Good,0.011668719233701991,0.8017874033262244,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-30,Gokuldham Society,46,-0.6666666666666666,Average,0.019236782329025037,1.0138117873216927,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2012-12-03,Gokuldham Society,62,0.5,Hit,0.013142255109323958,0.7540738896344359,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2012-12-04,UNKNOWN_LOCATION,59,-0.5,Good,0.0138347180884344,0.8408461813652888,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-05,UNKNOWN_LOCATION,51,0.0,Average,0.013316013230211303,0.8697055963192087,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-06,UNKNOWN_LOCATION,54,0.0,Average,0.014574823519042254,0.9571402421406129,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-07,UNKNOWN_LOCATION,62,0.5,Average,0.011258107422448572,0.9844194288335286,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-10,Gokuldham Society,69,-0.75,Average,0.014222025933078239,0.9823252025267678,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0
2012-12-11,Gokuldham Society,54,0.0,Low,0.021234760486194344,1.0054863270602312,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0
2012-12-12,Gokuldham Society,71,-0.5,Low,0.009191721520488645,0.8789954337899543,2,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0
2012-12-13,Gokuldham Society,74,0.0,Average,0.021688414443339177,1.0459412771868408,3,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0
2012-12-14,Gokuldham Society,57,-0.75,Low,0.02398008142380474,1.1446905426665308,4,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2012-12-17,Gokuldham Society,60,0.0,Hit,0.012301262863333008,0.6982104972204886,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2012-12-18,Gokuldham Society,50,-0.75,Good,0.019043944212445776,0.9343647765863211,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
2012-12-19,Gokuldham Society,40,0.0,Average,0.02649670181265241,1.006043512198729,2,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
2012-12-20,UNKNOWN_LOCATION,45,-0.5,Low,0.006731202875569869,0.5784507271141506,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-21,Gokuldham Society,52,0.0,Good,0.016909430101592314,0.6625505816268804,4,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2012-12-24,UNKNOWN_LOCATION,42,0.0,Average,0.025135000594486045,0.9799873786039901,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-25,UNKNOWN_LOCATION,47,0.0,Good,0.020507902827419485,1.0009210528155394,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-26,UNKNOWN_LOCATION,53,0.0,Average,0.017645647617364073,1.0406197126190055,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-27,UNKNOWN_LOCATION,53,0.0,Average,0.020873589259770047,1.0871286782313758,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-28,UNKNOWN_LOCATION,48,0.5,Average,0.02354560945304211,1.0819160263332583,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-31,Gokuldham Society,43,-0.5,Average,0.025168165346578203,0.6778703035823129,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0
2013-01-01,UNKNOWN_LOCATION,57,0.0,Low,0.027562922240024802,0.7081185234900801,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-02,Gokuldham Society,37,-0.5,Average,0.014660986902901926,0.6854651759371165,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
2013-01-03,UNKNOWN_LOCATION,49,-0.5,Hit,0.012385670159799154,0.5463781319087878,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-24,Gokuldham Society,63,0.0,Good,0.019976972754944703,0.7696622689981992,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
2020-03-24,Gokuldham Society,48,0.0,Good,0.016755405584332732,0.7467951675741173,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2020-03-24,UNKNOWN_LOCATION,37,0.0,Good,0.02395409984821126,0.9668657925019739,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-24,Gokuldham Society,57,0.0,Good,0.022666330126602668,1.045276334252928,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0
2020-03-24,UNKNOWN_LOCATION,43,-0.5,Low,0.023555634074335804,0.4683904501903895,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-24,Gokuldham Society,45,-0.5,Good,0.015439615262757188,0.9710052064368773,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2020-03-24,Gokuldham Society,49,0.0,Good,0.020369785477424844,0.9230735225943498,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0
2020-03-24,Gokuldham Society,56,0.0,Average,0.023583256026269674,0.9012255010233983,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2020-03-25,UNKNOWN_LOCATION,42,0.5,Good,0.020480722003698555,0.5745625424254712,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-25,Gokuldham Society,27,-0.5,Good,0.03517033064402423,0.8234463009238387,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2020-03-25,UNKNOWN_LOCATION,28,0.0,Hit,0.02171427703346913,0.7603828627788194,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-25,UNKNOWN_LOCATION,38,0.0,Hit,0.026731399065284087,0.8711586626886206,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-25,UNKNOWN_LOCATION,31,0.0,Good,0.02302233052894706,0.8711777184580457,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-25,Gokuldham Society,30,0.5,Average,0.014831009114488002,0.6914420644227333,2,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2020-03-25,UNKNOWN_LOCATION,32,0.0,Average,0.015008951432440255,0.711166331544923,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-25,UNKNOWN_LOCATION,38,0.6666666666666666,Good,0.03400951810173397,0.8630279651280116,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-03-25,UNKNOWN_LOCATION,40,0.0,Good,0.020867787273640588,0.9783389649169673,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-25,UNKNOWN_LOCATION,31,0.0,Average,0.017591501812286466,0.8141684699086583,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-25,UNKNOWN_LOCATION,42,0.0,Good,0.015367986783531367,0.7656623415303863,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-25,UNKNOWN_LOCATION,36,0.0,Hit,0.026775814103950597,0.8897646815172874,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-25,UNKNOWN_LOCATION,36,0.5,Good,0.02007166700687163,0.870030548617333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2020-03-25,UNKNOWN_LOCATION,43,0.0,Good,0.02079516715438958,0.8810773090014264,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2020-03-25,UNKNOWN_LOCATION,26,0.0,Good,0.014835329010625398,0.817547543392756,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-03-25,UNKNOWN_LOCATION,42,0.0,Average,0.022969903329782423,0.8767583140914031,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-25,UNKNOWN_LOCATION,31,0.0,Good,0.016925523243642906,0.9033393548321415,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-25,UNKNOWN_LOCATION,32,0.0,Average,0.0177855391973208,0.9436232338521301,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-03-25,UNKNOWN_LOCATION,35,0.0,Hit,0.03667626600925662,0.8908292852433932,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-25,UNKNOWN_LOCATION,32,0.0,Hit,0.02144690969136188,0.8004525315208286,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-26,UNKNOWN_LOCATION,31,0.5,Good,0.020480383940478086,0.9257365613435363,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-03-26,UNKNOWN_LOCATION,34,0.0,Good,0.01741402801668975,0.9824619054165675,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-03-26,UNKNOWN_LOCATION,33,-0.6666666666666666,Good,0.02802032047144358,0.8659966996788804,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-26,UNKNOWN_LOCATION,37,0.0,Good,0.040999721196766085,0.8266374816706751,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-03-26,UNKNOWN_LOCATION,32,0.0,Average,0.033288288658259724,0.9321203963480476,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-03-26,Gokuldham Society,36,0.0,Average,0.02967323302013647,0.8757032565492866,3,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
2020-03-26,UNKNOWN_LOCATION,29,0.0,Average,0.025501764944894922,0.9199439858000156,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-03-26,UNKNOWN_LOCATION,38,0.0,Good,0.035100418346889116,0.9664229547958209,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-03-26,UNKNOWN_LOCATION,41,0.0,Average,0.022793862883974805,1.1611991399817372,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-03-26,UNKNOWN_LOCATION,28,0.0,Low,0.009769308824966075,0.9750055442610304,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-26,UNKNOWN_LOCATION,26,0.0,Good,0.02085583756174093,0.6830859764040532,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-26,Gokuldham Society,26,-0.6666666666666666,Hit,0.02102192624630359,0.842174487932054,3,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0
2020-03-26,Gokuldham Society,37,0.0,Good,0.01919084980281402,0.8107455577301954,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2020-03-26,Gokuldham Society,47,0.0,Average,0.02328120759317217,0.9205905239534051,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
2020-03-26,UNKNOWN_LOCATION,48,0.0,Average,0.02177683286038815,0.8768574255773857,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2020-03-26,Gokuldham Society,67,0.0,Hit,0.020845472108926986,0.5881888435707934,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2020-03-26,Gokuldham Society,42,0.0,Good,0.022213313584465336,0.7089610488547197,3,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2020-03-26,UNKNOWN_LOCATION,55,0.0,Average,0.029195865876091298,0.7616469838651047,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-26,UNKNOWN_LOCATION,50,0.5,Good,0.01828778873360269,0.9400961447163505,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-26,Gokuldham Society,46,0.0,Low,0.022447370864778854,0.8591094084157742,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
2020-03-26,UNKNOWN_LOCATION,45,-0.5,Low,0.02906496680648677,0.9045002990902518,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-26,UNKNOWN_LOCATION,43,0.0,Low,0.024512404644712472,0.9365365340199272,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-03-26,Gokuldham Society,47,0.0,Average,0.017571764173798174,0.867057670738851,3,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
2020-03-26,UNKNOWN_LOCATION,50,0.0,Good,0.023850616679045224,0.9630626737733249,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2020-03-26,UNKNOWN_LOCATION,45,0.0,Hit,0.03727540196458205,0.7016439644892165,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2020-03-26,Gokuldham Society,41,0.0,Good,0.019361387219449095,0.7730871928613949,3,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0
2020-03-26,UNKNOWN_LOCATION,45,0.0,Good,0.034426119988321416,0.7293955046012189,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-26,UNKNOWN_LOCATION,37,0.6666666666666666,Average,0.02397105805058393,0.7332209847832949,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-03-26,UNKNOWN_LOCATION,47,0.0,Average,0.017699937668205115,0.6679922519265661,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2020-03-26,UNKNOWN_LOCATION,45,0.0,Good,0.012422485772875025,0.7004084200075912,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-26,Gokuldham Society,48,0.0,Good,0.020083131475086485,0.7105109326784393,3,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0
2020-03-26,UNKNOWN_LOCATION,32,0.0,Good,0.018322819245494917,0.7729538957933433,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-26,Gokuldham Society,27,0.0,Good,0.018588731215687018,0.7813176111239892,3,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
2020-03-26,UNKNOWN_LOCATION,29,0.5,Good,0.02168205705325658,0.9412978803775032,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-03-26,UNKNOWN_LOCATION,40,0.0,Average,0.024204302815870007,0.7930377941709255,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-03-26,Gokuldham Society,38,0.0,Average,0.020228437037087564,0.7621739246788506,3,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0
2020-03-26,Gokuldham Society,44,-0.5,Average,0.023202606847228895,1.2052502158485106,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
2020-03-26,Gokuldham Society,52,-0.5,Low,0.008730704610450866,0.5824018807215394,3,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
2020-03-26,UNKNOWN_LOCATION,31,0.0,Good,0.008323900308538267,0.7506744035692184,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-03-26,Gokuldham Society,37,0.0,Good,0.011956646172312154,1.009712173230295,3,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0
2020-03-26,Gokuldham Society,28,0.0,Average,0.020710828629256557,0.9391719297525349,3,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
2020-03-26,Gokuldham Society,35,0.0,Hit,0.00790926223005868,0.5944356602821299,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
2020-03-26,Gokuldham Society,62,0.0,Average,0.01958890216720223,0.8619586336208771,3,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2020-03-26,UNKNOWN_LOCATION,54,0.0,Average,0.021173310834816696,0.9454773754089174,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-26,Gokuldham Society,45,0.0,Average,0.013171830658351065,0.8575507788428098,3,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0
2020-03-26,UNKNOWN_LOCATION,35,0.0,Average,0.039582185663824265,1.0359350027207979,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2020-03-26,UNKNOWN_LOCATION,30,0.0,Low,0.018250244686700955,1.0502229579501021,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-26,UNKNOWN_LOCATION,43,0.0,Good,0.02816798827962689,0.7546634620522211,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-03-26,UNKNOWN_LOCATION,31,0.0,Good,0.02089807796138917,0.8140286286396933,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-26,UNKNOWN_LOCATION,37,0.0,Average,0.015582961397229365,1.009210949252694,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-26,UNKNOWN_LOCATION,43,0.5,Average,0.026202030147905946,0.817664820477646,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-26,Gokuldham Society,31,0.0,Average,0.014293785234067519,0.9286738609036779,3,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0
2020-03-26,Gokuldham Society,36,-0.5,Average,0.015382536758328937,1.028187928040767,3,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0
2020-03-26,UNKNOWN_LOCATION,36,0.0,Average,0.027634635348633342,0.8947628248270661,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-26,UNKNOWN_LOCATION,45,0.0,Average,0.011165492727680248,0.9299063449497649,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-03-26,UNKNOWN_LOCATION,31,0.0,Average,0.019757071243813974,0.8261291428205084,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-26,UNKNOWN_LOCATION,42,-0.5,Average,0.024520946042561022,1.1305845216915724,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-26,Gokuldham Society,37,0.5,Average,0.025103771523902203,0.7288435185001291,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2020-03-26,UNKNOWN_LOCATION,38,0.0,Hit,0.0314226340692697,0.7362355020305358,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-26,UNKNOWN_LOCATION,40,0.0,Good,0.02197196576044897,0.8010684226901373,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2020-03-27,UNKNOWN_LOCATION,47,0.0,Average,0.01575363553124538,0.6334774084603154,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-03-27,UNKNOWN_LOCATION,42,0.0,Low,0.02449362365920518,1.0204136045193402,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-27,UNKNOWN_LOCATION,37,0.0,Low,0.01606944624360297,0.601522006122787,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2020-03-27,UNKNOWN_LOCATION,46,0.0,Average,0.019590972802882498,1.1776223195134745,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2020-03-27,UNKNOWN_LOCATION,44,0.0,Good,0.014715518097253504,0.6820412603924596,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-03-27,UNKNOWN_LOCATION,50,0.0,Low,0.014311881776651457,1.0385120620998118,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-03-27,UNKNOWN_LOCATION,40,0.0,Hit,0.013639612441689316,0.6056326642529262,4,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-27,UNKNOWN_LOCATION,54,0.0,Good,0.01162277782528252,0.7653878463777294,4,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-03-27,UNKNOWN_LOCATION,42,0.5,Hit,0.014607082429487318,0.7179403861458652,4,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2020-03-27,UNKNOWN_LOCATION,42,0.0,Good,0.01332062369575932,0.7364269221883833,4,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-03-27,UNKNOWN_LOCATION,40,0.0,Good,0.013069571352104844,0.7128685155728388,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-27,UNKNOWN_LOCATION,37,0.0,Good,0.01013517678355365,0.6871306293934678,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-27,UNKNOWN_LOCATION,50,0.5,Hit,0.018262802801632137,0.7058559212874888,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-27,UNKNOWN_LOCATION,56,0.5,Average,0.011064263613983648,1.165304049915635,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-27,Gokuldham Society,48,0.0,Hit,0.009006656497856005,0.597746209367653,4,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0
